clientid,clientsecret,PickupIATA,Pickup,PZip,Pcountry,Pcity,plat,plong,DropIATA,Daddress,Dzip,Dcountry,Dcity,dLat,dlong
pincode,dGVzdF9jbGllbnQ=,GRO,Costa Brava Airport,,ES,Girona,41.90083024,2.760559905,BCN,Barcelona Airport,,ES,Barcelona,41.29693906,2.078330088
uktest,dGVzdF9jbGllbnQ=,,Callington PL17 7XG  UK,PL17 7XG,GB,Callington,50.5056361,-4.3053267,,Plymouth PL4 6AB  UK,PL4 6AB,GB,Plymouth,50.3776856,-4.143553
pincode,dGVzdF9jbGllbnQ=,,Dereham NR19 2NH  UK,NR19 2NH,GB,Dereham,52.6849165,0.8684517,LHR,Heathrow Airport,,GB,London,51.47749994,-0.461390004
uktest,dGVzdF9jbGllbnQ=,,Grange Road  Dereham NR19 2NH  UK,NR19 2NH,GB,Dereham,52.6854017,0.8631284,LHR,Heathrow Airport,,GB,London,51.47749994,-0.461390004
pincode,dGVzdF9jbGllbnQ=,,Grange Road  Dereham NR19 2NH  UK,NR19 2NH,GB,Dereham,52.6854017,0.8631284,,420 Bath Road Heathrow Airport Terminal 5 Longford West Drayton Ub7 0rf,,GB,London Heathrow Airport,51.48177906,-0.48230399
uktest,dGVzdF9jbGllbnQ=,HAW,Fishguard Road ,,GB,Haverfordwest,51.81778338,-4.964342852,LHR,Heathrow Airport,,GB,London,51.47749994,-0.461390004
pincode,dGVzdF9jbGllbnQ=,ISB,International Airport,,PK,Islamabad,33.5483285,72.82500006,,Agha Khan Road  Shalimar 5  Po Box 1251  Islamabad,,PK,Islamabad,33.73285631,73.08692416
uktest,dGVzdF9jbGllbnQ=,,Oberseepromenade 2,,CH,Arosa,46.78366076,9.684311781,ZRH,Zurich Airport,,CH,Zurich,47.46471941,8.549170199
pincode,dGVzdF9jbGllbnQ=,,The Gasworks  3 Cromac Place  Ormeau Rd  Belfast Bt7 2jb  United Kingdom,,GB,Belfast,54.59131147,-5.923090102,,Portrush BT56 8JQ  UK,BT56 8JQ,GB,Portrush,55.2022013,-6.6292138
uktest,dGVzdF9jbGllbnQ=,,Karrenstraat  29,5211 EH,NL,'s-Hertogenbosch,51.6899458,5.3012538,EIN,Eindhoven Airport,,NL,Eindhoven,51.4500016,5.383330134
pincode,dGVzdF9jbGllbnQ=,EIN,Eindhoven Airport,5211 EH,NL,Eindhoven,51.4500016,5.383330134,,Karrenstraat  29,5211 EH,NL,'s-Hertogenbosch,51.6899458,5.3012538
uktest,dGVzdF9jbGllbnQ=,,Karrenstraat  29,5211 EH,NL,'s-Hertogenbosch,51.6899458,5.3012538,EIN,Eindhoven Airport,,NL,Eindhoven,51.4500016,5.383330134
pincode,dGVzdF9jbGllbnQ=,EIN,Eindhoven Airport,5211 EH,NL,Eindhoven,51.4500016,5.383330134,,Karrenstraat  29,5211 EH,NL,'s-Hertogenbosch,51.6899458,5.3012538
uktest,dGVzdF9jbGllbnQ=,,Karrenstraat  29,5211 EH,NL,'s-Hertogenbosch,51.6899458,5.3012538,EIN,Eindhoven Airport,,NL,Eindhoven,51.4500016,5.383330134
pincode,dGVzdF9jbGllbnQ=,EIN,Eindhoven Airport,,NL,Eindhoven,51.4500016,5.383330134,,Karrenstraat  29,5211 EH,NL,'s-Hertogenbosch,51.6899458,5.3012538
uktest,dGVzdF9jbGllbnQ=,MCI,Kansas City Intl Airport,,US,Kansas City,39.28333099,-94.7166716,,12081 S. Strang Line Road    Olathe  66062,,US,Olathe (ks),38.90921763,-94.77153851
pincode,dGVzdF9jbGllbnQ=,MPL,Mediterranee Airport,,FR,Montpellier,43.58333123,3.96139019,,140 Rue Du Port  La Grande Motte  34280  France,,FR,La Grande Motte,43.55860936,4.083726989
uktest,dGVzdF9jbGllbnQ=,PHL,Philadelphia Intl Airport,,US,Philadelphia,39.88332896,-75.23333159,,260 Mall Blvd,,US,King Of Prussia (pa),40.0908506,-75.38873889
pincode,dGVzdF9jbGllbnQ=,PHL,Philadelphia Intl Airport,,US,Philadelphia,39.88332896,-75.23333159,,260 Mall Blvd,,US,King Of Prussia (pa),40.0908506,-75.38873889
uktest,dGVzdF9jbGllbnQ=,PHL,Philadelphia Intl Airport,,US,Philadelphia,39.88332896,-75.23333159,,260 Mall Blvd,,US,King Of Prussia (pa),40.0908506,-75.38873889
pincode,dGVzdF9jbGllbnQ=,PHL,Philadelphia Intl Airport,,US,Philadelphia,39.88332896,-75.23333159,,260 Mall Blvd,,US,King Of Prussia (pa),40.0908506,-75.38873889
uktest,dGVzdF9jbGllbnQ=,PHL,Philadelphia Intl Airport,,US,Philadelphia,39.88332896,-75.23333159,,260 Mall Blvd,,US,King Of Prussia (pa),40.0908506,-75.38873889
pincode,dGVzdF9jbGllbnQ=,PHL,Philadelphia Intl Airport,,US,Philadelphia,39.88332896,-75.23333159,,260 Mall Blvd,,US,King Of Prussia (pa),40.0908506,-75.38873889
uktest,dGVzdF9jbGllbnQ=,PHL,Philadelphia Intl Airport,,US,Philadelphia,39.88332896,-75.23333159,,260 Mall Blvd,,US,King Of Prussia (pa),40.0908506,-75.38873889
pincode,dGVzdF9jbGllbnQ=,PHL,Philadelphia Intl Airport,,US,Philadelphia,39.88332896,-75.23333159,,260 Mall Blvd,,US,King Of Prussia (pa),40.0908506,-75.38873889
uktest,dGVzdF9jbGllbnQ=,PHL,Philadelphia Intl Airport,,US,Philadelphia,39.88332896,-75.23333159,,260 Mall Blvd,,US,King Of Prussia (pa),40.0908506,-75.38873889
pincode,dGVzdF9jbGllbnQ=,PHL,Philadelphia Intl Airport,,US,Philadelphia,39.88332896,-75.23333159,,260 Mall Blvd,,US,King Of Prussia (pa),40.0908506,-75.38873889
uktest,dGVzdF9jbGllbnQ=,,260 Mall Blvd,,US,King Of Prussia (pa),40.0908506,-75.38873889,PHL,Philadelphia Intl Airport,,US,Philadelphia,39.88332896,-75.23333159
pincode,dGVzdF9jbGllbnQ=,PHL,Philadelphia Intl Airport,,US,Philadelphia,39.88332896,-75.23333159,,260 Mall Blvd,,US,King Of Prussia (pa),40.0908506,-75.38873889
uktest,dGVzdF9jbGllbnQ=,MSP,St Paul Intl Airport,,US,Minneapolis/st Paul,44.90000045,-93.21667326,,1001 Marquette Avenue South,,US,Minneapolis (mn),44.97280002,-93.27360289
pincode,dGVzdF9jbGllbnQ=,MSP,St Paul Intl Airport,,US,Minneapolis/st Paul,44.90000045,-93.21667326,,1001 Marquette Avenue South,,US,Minneapolis (mn),44.97280002,-93.27360289
uktest,dGVzdF9jbGllbnQ=,,Avenue De La Grangette La Grangette 74200 Thonon-les-bains Auvergne-rhône-alpes,,FR,Thonon-les-bains,46.3628972,6.465845108,GVA,Geneva International Airport,,CH,Geneva,46.23805842,6.108890031
pincode,dGVzdF9jbGllbnQ=,BOM,Chhatrapati S Maharaj Airport,,IN,Mumbai,19.09166964,72.86611097,PNQ,Lohegaon Airport,,IN,Pune,18.58332939,73.9166692
uktest,dGVzdF9jbGllbnQ=,,1750 Rockville Pike    Rockville  20852-1699,,US,Rockville - In,39.06106981,-77.12256875,,191 Washington St,,US,Conshohocken (pa),40.07128894,-75.30526715
pincode,dGVzdF9jbGllbnQ=,,191 Washington St,,US,Conshohocken (pa),40.07128894,-75.30526715,NYC,New York,,US,New York,40.78332933,-73.96667301
uktest,dGVzdF9jbGllbnQ=,DXB,Dubai Intl Airport,,AE,Dubai,25.25000042,55.33332956,AUH,International Airport,,AE,Abu Dhabi,24.43278024,54.65110978
pincode,dGVzdF9jbGllbnQ=,DXB,Dubai Intl Airport,,AE,Dubai,25.25000042,55.33332956,,Dubai dubai al Riqqa Road  Behind Abu Dhabi Commercial Bank,,AE,Dubai,25.26157759,55.32570024
uktest,dGVzdF9jbGllbnQ=,LHR,,,,,51.47077942,-0.481890142,,140 Bath Road Heathrow Airport,UB3 5AW,GB,Heathrow,51.48109055,-0.441384315
pincode,dGVzdF9jbGllbnQ=,LHR,,,,,51.47077942,-0.481890142,,140 Bath Road Heathrow Airport,UB3 5AW,GB,Heathrow,51.48109055,-0.441384315
uktest,dGVzdF9jbGllbnQ=,LHR,,,,,51.47077942,-0.481890142,,140 Bath Road Heathrow Airport,UB3 5AW,GB,Heathrow,51.48109055,-0.441384315
pincode,dGVzdF9jbGllbnQ=,LHR,,,,,51.47077942,-0.481890142,,140 Bath Road Heathrow Airport,UB3 5AW,GB,Heathrow,51.48109055,-0.441384315
uktest,dGVzdF9jbGllbnQ=,LHR,,,,,51.47077942,-0.481890142,,140 Bath Road Heathrow Airport,UB3 5AW,GB,Heathrow,51.48109055,-0.441384315
pincode,dGVzdF9jbGllbnQ=,HYD,Rajiv Gandhi Intl Airport,,IN,Hyderabad,17.24999963,78.41667103,BPM,Jaihind Enclave  Madhapur  Hyderabad  Telangana 500081  India,500081,IN,Hyderabad,17.449783,78.3856447
uktest,dGVzdF9jbGllbnQ=,,Mindspace Raheja It Park  Madhapur  500081  Andhra Pradesh India,,IN,Hyderabad,17.44196209,78.38189171,HYD,Rajiv Gandhi Intl Airport,500081,IN,Hyderabad,17.24999963,78.41667103
pincode,dGVzdF9jbGllbnQ=,LAX,Los Angeles Intl Airport,,US,Los Angeles,33.93332919,-118.4000042,,640 W Katella Ave,,US,Anaheim (ca),33.8033302,-117.9169459
uktest,dGVzdF9jbGllbnQ=,LAX,Los Angeles Intl Airport,,US,Los Angeles,33.93332919,-118.4000042,,640 W Katella Ave,,US,Anaheim (ca),33.8033302,-117.9169459
pincode,dGVzdF9jbGllbnQ=,,1700 South Clementine Street,,US,Anaheim (ca),33.80611009,-117.9100064,LAX,Los Angeles Intl Airport,,US,Los Angeles,33.93332919,-118.4000042
uktest,dGVzdF9jbGllbnQ=,LAX,Los Angeles Intl Airport,,US,Los Angeles,33.93332919,-118.4000042,,640 W Katella Ave,,US,Anaheim (ca),33.8033302,-117.9169459
pincode,dGVzdF9jbGllbnQ=,,Mindspace Raheja It Park  Madhapur  500081  Andhra Pradesh India,,IN,Hyderabad,17.44196209,78.38189171,HYD,Rajiv Gandhi Intl Airport,500081,IN,Hyderabad,17.24999963,78.41667103
uktest,dGVzdF9jbGllbnQ=,HYD,Rajiv Gandhi Intl Airport,,IN,Hyderabad,17.24999963,78.41667103,BPM,Jaihind Enclave  Madhapur  Hyderabad  Telangana 500081  India,500081,IN,Hyderabad,17.449783,78.3856447
pincode,dGVzdF9jbGllbnQ=,HYD,Rajiv Gandhi Intl Airport,,IN,Hyderabad,17.24999963,78.41667103,BPM,Jaihind Enclave  Madhapur  Hyderabad  Telangana 500081  India,500081,IN,Hyderabad,17.449783,78.3856447
uktest,dGVzdF9jbGllbnQ=,SFO,San Francisco Intl Airport,,US,San Francisco,37.61888902,-122.3755978,,220 Conference Center Dr  Roseville  Roseville  95678,,US,Roseville (ca),38.77616896,-121.2727954
pincode,dGVzdF9jbGllbnQ=,PVD,1850 Post Rd ,,US,Providence (ri),41.73108979,-71.43677777,BOS,Edward L Logan Intl Airport,,US,Boston,42.36666963,-71.00000084
uktest,dGVzdF9jbGllbnQ=,PVD,1850 Post Rd ,,US,Providence (ri),41.73108979,-71.43677777,BOS,Edward L Logan Intl Airport,,US,Boston,42.36666963,-71.00000084
pincode,dGVzdF9jbGllbnQ=,PVD,1850 Post Rd ,,US,Providence (ri),41.73108979,-71.43677777,BOS,Edward L Logan Intl Airport,,US,Boston,42.36666963,-71.00000084
uktest,dGVzdF9jbGllbnQ=,BSH,Upper Lewes Rd  98a,BN2 3FE,GB,Brighton,50.8356557,-0.1274888,LGW,Gatwick Airport,,GB,London,51.1499992,-0.183330001
pincode,dGVzdF9jbGllbnQ=,,No.1388 Hua Mu Road Pudong  Shanghai,,CN,Shanghai,31.2150266,121.5591443,PVG,Pudong Intl Airport,,CN,Shanghai,31.14389018,121.791398
uktest,dGVzdF9jbGllbnQ=,,Bodham House  Holt  UK,NR25 6PR,GB,Holt,52.9049838,1.1654485,NWI,International Airport,,GB,Norwich,52.68332886,1.283330006
pincode,dGVzdF9jbGllbnQ=,,Gunvor Raffinerie Ingolstadt GmbH  Kösching  Germany,85092,DE,Kösching,48.791329,11.482429,MUC,Munich International Airport,,DE,Munich,48.35389051,11.7861104
uktest,dGVzdF9jbGllbnQ=,,85092 Kösching  Germany,85092,DE,Kösching,48.8110674,11.5010096,MUC,Munich International Airport,,DE,Munich,48.35389051,11.7861104
pincode,dGVzdF9jbGllbnQ=,KRR,Pashkovsky Airport,,RU,Krasnodar,45.03472935,39.17056115,,Krasnaya Street 25/2  Krasnodar  350000  Russia,,RU,Krasnodar,45.02111337,38.96878371
uktest,dGVzdF9jbGllbnQ=,MAA,Chennai International Airport,,IN,Chennai,12.98332986,80.16666795,,Adyar Seaface  Block 175  Sathya Dev Avenue Extension  Mrc Nagar raja Annamalai Puram,,IN,Chennai,13.01819969,80.27229682
pincode,dGVzdF9jbGllbnQ=,,Ponte dei Mille  Genoa  Metropolitan City of Genoa  Italy,16126,IT,Genoa,44.4140194,8.9186703,GOA,Cristoforo Colombo Airport,,IT,Genoa,44.41332898,8.837499805
uktest,dGVzdF9jbGllbnQ=,MEL,Melbourne Airport,,AU,Melbourne,-37.67332905,144.8433001,,334-348 Boundary Road,,AU,Dingley Village,-37.97958107,145.1125462
pincode,dGVzdF9jbGllbnQ=,PHL,Philadelphia Intl Airport,,US,Philadelphia,39.88332896,-75.23333159,,260 Mall Blvd,,US,King Of Prussia (pa),40.0908506,-75.38873889
uktest,dGVzdF9jbGllbnQ=,,DoubleTree by Hilton Cambridge Belfry  Back Lane  Cambourne  Cambridge,CB23 6BW,GB,Cambourne,52.2212821,-0.0685853,,London City Airport (LCY)  Hartmann Road  London  UK,E16 2PX,GB,London,51.5048437,0.049518
pincode,dGVzdF9jbGllbnQ=,,DoubleTree by Hilton Cambridge Belfry  Back Lane  Cambourne  Cambridge,CB23 6BW,GB,Cambourne,52.2212821,-0.0685853,,London City Airport (LCY)  Hartmann Road  London  UK,E16 2PX,GB,London,51.5048437,0.049518
uktest,dGVzdF9jbGllbnQ=,ATH,Athens Int E Venizelos Airport,,GR,Athens,37.93639037,23.94444049,,Syngrou Avenue 89-93  11745  Athens 11745  Greece,,GR,Athens,37.95959935,23.72160045
pincode,dGVzdF9jbGllbnQ=,ALC,Alicante Airport,,ES,Alicante,38.28221992,-0.558060019,,Avenida Alcoy  S/n,,ES,Benidorm,38.53601267,-0.122578003
uktest,dGVzdF9jbGllbnQ=,ALC,Alicante Airport,,ES,Alicante,38.28221992,-0.558060019,,Avenida Alcoy  S/n,,ES,Benidorm,38.53601267,-0.122578003
pincode,dGVzdF9jbGllbnQ=,MLE,Velana International Airport,,MV,Male,4.199999861,73.48332785,,South Ari Atoll,,MV,Male,3.884837857,72.72821628
uktest,dGVzdF9jbGllbnQ=,,Via Appia Nuova 934  00178 Rome  Italy,,IT,Rome,41.83895555,12.55021391,,Via Lucrezia Romana  41/47,178,IT,Roma,41.8315832,12.5793308
pincode,dGVzdF9jbGllbnQ=,VLC,Valencia Airport,,ES,Valencia,39.48332918,-0.466670007,,Paseo De La Alameda 32  46023  Valencia  Spain,,ES,Valencia,39.46754119,-0.359998994
uktest,dGVzdF9jbGllbnQ=,VLC,Valencia Airport,,ES,Valencia,39.48332918,-0.466670007,,Paseo De La Alameda 32  46023  Valencia  Spain,,ES,Valencia,39.46754119,-0.359998994
pincode,dGVzdF9jbGllbnQ=,VLC,Valencia Airport,,ES,Valencia,39.48332918,-0.466670007,,Paseo De La Alameda 32  46023  Valencia  Spain,,ES,Valencia,39.46754119,-0.359998994
uktest,dGVzdF9jbGllbnQ=,VLC,Valencia Airport,,ES,Valencia,39.48332918,-0.466670007,,Paseo De La Alameda 32  46023  Valencia  Spain,,ES,Valencia,39.46754119,-0.359998994
pincode,dGVzdF9jbGllbnQ=,VLC,Valencia Airport,,ES,Valencia,39.48332918,-0.466670007,,Paseo De La Alameda 32  46023  Valencia  Spain,,ES,Valencia,39.46754119,-0.359998994
uktest,dGVzdF9jbGllbnQ=,VLC,Valencia Airport,,ES,Valencia,39.48332918,-0.466670007,,Paseo De La Alameda 32  46023  Valencia  Spain,,ES,Valencia,39.46754119,-0.359998994
pincode,dGVzdF9jbGllbnQ=,VLC,Valencia Airport,,ES,Valencia,39.48332918,-0.466670007,,Paseo De La Alameda 32  46023  Valencia  Spain,,ES,Valencia,39.46754119,-0.359998994
uktest,dGVzdF9jbGllbnQ=,AUH,International Airport,,AE,Abu Dhabi,24.43278024,54.65110978,DJH,Jebel Ali Spb Airport,,AE,Dubai,24.9955605,55.02556124
pincode,dGVzdF9jbGllbnQ=,BLR,Kempegowda Intl Airport,,IN,Bengaluru,13.19888978,77.70555955,,37-39  Mahatma Gandhi Road,,IN,Bengaluru,12.97316227,77.61854977
uktest,dGVzdF9jbGllbnQ=,AUH,International Airport,,AE,Abu Dhabi,24.43278024,54.65110978,AZI,Hazaa Bin Zayed  First Street-al Wahda Complex  Abu Dhabi  United Arab Emirates,,AE,Abu Dhabi,24.47126152,54.37382117
pincode,dGVzdF9jbGllbnQ=,,Glasgow Central Station  Gordon Street  Glasgow  UK,G1 3SL,GB,Glasgow,55.8591118,-4.2581088,,Edinburgh Waverley Railway Station,,GB,Edinburgh,55.952032,-3.189987985
uktest,dGVzdF9jbGllbnQ=,,Glasgow Central Station  Gordon Street  Glasgow  UK,G1 3SL,GB,Glasgow,55.8591118,-4.2581088,,Edinburgh Waverley Railway Station,,GB,Edinburgh,55.952032,-3.189987985
pincode,dGVzdF9jbGllbnQ=,YYZ,Lester B. Pearson Intl Airport,,CA,Toronto,43.68332861,-79.63333263,,King St N  435,N2J 2Z5,CA,Waterloo,43.48747,-80.527974
uktest,dGVzdF9jbGllbnQ=,,Airth By Falkirk,G1 3SL,GB,Stirling,56.0616702,-3.768071931,,Edinburgh Waverley Railway Station,,GB,Edinburgh,55.952032,-3.189987985
pincode,dGVzdF9jbGllbnQ=,,121 Princes Street Edinburgh City Of Edinburgh Eh2  Princes St  121,,GB,Edinburgh,55.95075817,-3.204310038,,Congress Road  Glasgow  Glasgow  G3 8qt,,GB,Glasgow And Surroundings,55.8597015,-4.290364971
uktest,dGVzdF9jbGllbnQ=,,Worsley Brow  Worsley  Manchester M28 2ya  United Kingdom,,GB,Manchester,53.500561,-2.386029897,,1 Skerne Road  Surrey,,GB,Kingston Upon Thames,51.41376062,-0.30530999
pincode,dGVzdF9jbGllbnQ=,,Worsley Brow  Worsley  Manchester M28 2ya  United Kingdom,,GB,Manchester,53.500561,-2.386029897,,Blayds Court  Blayds Yard off Swinegate leeds england ls14ad,,GB,Leeds,53.7944777,-1.543743028
uktest,dGVzdF9jbGllbnQ=,GLA,Glasgow Intl Airport,,GB,Glasgow,55.87195145,-4.433050184,,Edinburgh Waverley Railway Station,,GB,Edinburgh,55.952032,-3.189987985
pincode,dGVzdF9jbGllbnQ=,MEX,Benito Juarez Intl Airport,,MX,Mexico City,19.43332936,-99.08332765,,Paseo De La Reforma  Mexico City  Mexico ,,MX,Mexico City (mex),19.42808036,-99.16735263
uktest,dGVzdF9jbGllbnQ=,MEX,Benito Juarez Intl Airport,,MX,Mexico City,19.43332936,-99.08332765,,Paseo De La Reforma  Mexico City  Mexico ,,MX,Mexico City (mex),19.42808036,-99.16735263
pincode,dGVzdF9jbGllbnQ=,VIE,Vienna International Airport,,AT,Vienna,48.13333004,16.53333007,BTS,M R Stefanik Airport,,SK,Bratislava,48.16667161,17.21667001
uktest,dGVzdF9jbGllbnQ=,OTP,Henri Coanda Airport,,RO,Bucharest,44.50000067,26.0833296,,Calea Dorobantilor Nr.5-7 district 1  Bucharest 010551  Romania,,RO,Bucharest,44.44663299,26.09918076
pincode,dGVzdF9jbGllbnQ=,HKG,International Airport,,HK,Hong Kong,22.31473004,113.9325004,,Hai De San Dao  Hou Hai Bin Road  Nanshan District  Shenzhen 518054 China,,CN,Shenzhen,22.52133472,113.9344607
uktest,dGVzdF9jbGllbnQ=,OTP,Henri Coanda Airport,,RO,Bucharest,44.50000067,26.0833296,,Calea Dorobantilor Nr.5-7 district 1  Bucharest 010551  Romania,,RO,Bucharest,44.44663299,26.09918076
pincode,dGVzdF9jbGllbnQ=,ADA,Sakirpasa Airport,,TR,Adana,36.98332968,35.28332974,,Sinanpasa Mah Haci Sabanci Bul. No:1 Yuregir Adana  01220  Turkey,,TR,Adana,36.98789907,35.33734971
uktest,dGVzdF9jbGllbnQ=,,Place de Cornavin  7,1201,CH,Genève,46.210393,6.1428163,,Espl. des Particules  1,1217,CH,Meyrin,46.2330492,6.0556771
pincode,dGVzdF9jbGllbnQ=,UIP,Pluguffan Airport,,FR,Quimper,47.97499943,-4.167780151,,Le Port  Audierne  France,29770,FR,Audierne,48.0230291,-4.5391087
uktest,dGVzdF9jbGllbnQ=,OTP,Henri Coanda Airport,,RO,Bucharest,44.50000067,26.0833296,,Strada Luterana Nr 2-4 Sector 1,,RO,Bucharest,44.44100491,26.0928765
pincode,dGVzdF9jbGllbnQ=,,Haddon Way  55,LE11 2UE,GB,Loughborough,52.7443539,-1.2106527,LHR,Heathrow Airport,,GB,London,51.47749994,-0.461390004
uktest,dGVzdF9jbGllbnQ=,OTP,Henri Coanda Airport,,RO,Bucharest,44.50000067,26.0833296,,Strada Luterana Nr 2-4 Sector 1,,RO,Bucharest,44.44100491,26.0928765
pincode,dGVzdF9jbGllbnQ=,,Cruise Terminal Venezia  Direzione Porto Marittimo  Venice  Metropolit,30135,IT,Venezia,45.4387005,12.310291,VCE,Marco Polo Airport,,IT,Venice,45.50528157,12.35194035
uktest,dGVzdF9jbGllbnQ=,,Cruise Terminal Venezia  Direzione Porto Marittimo  Venice  Metropolit,30135,IT,Venezia,45.4387005,12.310291,VCE,Marco Polo Airport,,IT,Venice,45.50528157,12.35194035
pincode,dGVzdF9jbGllbnQ=,PMO,Punta Raisi Airport,,IT,Palermo,38.18193908,13.09943966,,Via Cesare Battisti  Catania  Province of Catania  Italy,95121,IT,Catania,37.4963598,15.0803318
uktest,dGVzdF9jbGllbnQ=,,Via delle Casaccie  1,16121,IT,Genova,44.4068379,8.9385876,MXP,Malpensa Airport,,IT,Milan,45.63000083,8.728610368
pincode,dGVzdF9jbGllbnQ=,,Via delle Casaccie  1,16121,IT,Genova,44.4068379,8.9385876,MXP,Malpensa Airport,,IT,Milan,45.63000083,8.728610368
uktest,dGVzdF9jbGllbnQ=,UIP,Pluguffan Airport,,FR,Quimper,47.97499943,-4.167780151,,Quai du Port  Audierne  France,29770,FR,Audierne,48.0198474,-4.5359764
pincode,dGVzdF9jbGllbnQ=,,Quai du Port  Audierne  France,29770,FR,Audierne,48.0198474,-4.5359764,,21 Bis Avenue De La Gare  Quimper  F-29000  Finistere  France,29770,FR,Quimper,47.99400101,-4.093600028
uktest,dGVzdF9jbGllbnQ=,,Quai du Port  Audierne  France,29770,FR,Audierne,48.0198474,-4.5359764,,21 Bis Avenue De La Gare  Quimper  F-29000  Finistere  France,29770,FR,Quimper,47.99400101,-4.093600028
pincode,dGVzdF9jbGllbnQ=,,Chester CH3 9BZ  UK,CH3 9BZ,GB,Chester,53.1459988,-2.7493819,,Manchester Airport (MAN)  Manchester  UK,M90 1QX,GB,Manchester,53.3588026,-2.2727303
uktest,dGVzdF9jbGllbnQ=,,Welcome Break Gaming Corley Services South  Highfield Lane  Coventry ,CV7 8NR,GB,Coventry,52.4717583,-1.5465661,,London Heathrow Terminal 2 - The Queen's Terminal  Inner Ring East  Lo,TW6 1RR,GB,Longford,51.4695758,-0.4496072
pincode,dGVzdF9jbGllbnQ=,,Paris Gare Du Nord Rail Station,,FR,Paris,48.88082936,2.355279958,,Avenue des Fontaines  3,45550,FR,Saint-Denis-de-l'Hôtel,47.8719971,2.1271879
uktest,dGVzdF9jbGllbnQ=,,Paris Gare Du Nord Rail Station,,FR,Paris,48.88082936,2.355279958,,Avenue des Fontaines  3,45550,FR,Saint-Denis-de-l'Hôtel,47.8719971,2.1271879
pincode,dGVzdF9jbGllbnQ=,KRS,Kjevik Airport,,NO,Kristiansand,58.20000094,8.099999884,,Green Yard As  Angholmen  4485 Feda  Norway,4485,NO,Feda,58.2614695,6.8383697
uktest,dGVzdF9jbGllbnQ=,RTM,Rotterdam Airport,NW7 4JL,NL,Rotterdam,51.95694166,4.437220015,,Noordeinde  2,NW7 4JL,NL,Hendrik-Ido-Ambacht,51.8508207,4.6539046
pincode,dGVzdF9jbGllbnQ=,RTM,Rotterdam Airport,NW7 4JL,NL,Rotterdam,51.95694166,4.437220015,,Noordeinde  2,NW7 4JL,NL,Hendrik-Ido-Ambacht,51.8508207,4.6539046
uktest,dGVzdF9jbGllbnQ=,RTM,Rotterdam Airport,NW7 4JL,NL,Rotterdam,51.95694166,4.437220015,,Noordeinde  2,NW7 4JL,NL,Hendrik-Ido-Ambacht,51.8508207,4.6539046
pincode,dGVzdF9jbGllbnQ=,LCJ,Wladyslaw Reymont Airport,,PL,Lodz,51.72166896,19.39805997,,Al. Pilsudskiego 11a  90-368 Lodz  Poland,,PL,Lodz,51.7593477,19.46247378
uktest,dGVzdF9jbGllbnQ=,MLA,Luqa International Airport,,MT,Malta,35.86666888,14.48333076,,Ixaris Systems (Malta) Ltd.  San Gwann  Malta,SGN 3000,MT,San Gwann,35.905589,14.469187
pincode,dGVzdF9jbGllbnQ=,,Ulitsa Bolshaya Gruzinskaya 37  Apt 13,,RU,Moscow,55.7692015,37.58068095,SVO,Sheremetyevo Airport,,RU,Moscow,55.9666691,37.41667103
uktest,dGVzdF9jbGllbnQ=,SJD,Los Cabos Intl Airport,,MX,San Jose Del Cabo,23.15194047,-109.7211014,,Carretera Transpeninsular Km 7  Cabo San Lucas  Mx,,MX,Los Cabos (bcs),22.90177967,-109.852603
pincode,dGVzdF9jbGllbnQ=,BLQ,Guglielmo Marconi Airport,,IT,Bologna,44.53082873,11.29693993,,Via Statale Sud 20 41037 Mirandola Modena,,IT,Mirandola,44.88105009,11.06841034
uktest,dGVzdF9jbGllbnQ=,,De Saboia  488  2765-277  Estoril  Portugal,,PT,Estoril,38.70490959,-9.408001601,,Av. Marechal Craveiro Lopes 390  1749-009 Lisbon  Portugal,,PT,Lisbon,38.75943841,-9.153902342
pincode,dGVzdF9jbGllbnQ=,LON,London,,GB,London,51.49999859,-0.166669996,,Warsaw  Poland,,PL,Warsaw,52.2296756,21.0122287
uktest,dGVzdF9jbGllbnQ=,MXP,Malpensa Airport,,IT,Milan,45.63000083,8.728610368,,Via Vittorio Veneto  2,16039,IT,Sestri Levante,44.2731606,9.3946723
pincode,dGVzdF9jbGllbnQ=,,Paris Gare Du Nord Rail Station,,FR,Paris,48.88082936,2.355279958,,Brussels Midi Station,,BE,Brussels,50.83646962,4.334916161
uktest,dGVzdF9jbGllbnQ=,,Paris Gare Du Nord Rail Station,,FR,Paris,48.88082936,2.355279958,,Brussels Midi Station,,BE,Brussels,50.83646962,4.334916161
pincode,dGVzdF9jbGllbnQ=,,Paris Gare Du Nord Rail Station,,FR,Paris,48.88082936,2.355279958,,Brussels Midi Station,,BE,Brussels,50.83646962,4.334916161
uktest,dGVzdF9jbGllbnQ=,,Whitby  Whitby  UK,YO21 1YN,GB,Whitby,54.4849145,-0.6153609,,York Racecourse  York  UK,YO23 1EX,GB,York,53.9408107,-1.0921743
pincode,dGVzdF9jbGllbnQ=,AGP,Malaga Airport,,ES,Malaga,36.6794409,-4.495,,Benalmádena  Spain,,ES,Benalmádena,36.5987966,-4.5168056
uktest,dGVzdF9jbGllbnQ=,AGP,Malaga Airport,,ES,Malaga,36.6794409,-4.495,,Hotel Best Siroco  Benalmádena  Spain,29630,ES,Benalmádena,36.5964302,-4.5215239
